Gene,mean_exp_c57,koff_c57,kon_c57,regime_c57,regime_v2_c57,s_c57
Snx24,0.03,16.52900904,0.02852993,uz,uz,18.41503202
Snx25,0.44,0.87461147,0.05029803,b,uz,8.14226998
Snx27,2.11,21.34129,1.45117495,unz,uz,33.10814546
Snx3,8.77,3.6062199999999995,2.24672981,unz,unz,22.84738287
Snx4,2.71,6.62732567,1.08236206,unz,uz,19.26878759
Snx6,7.17,1.68038473,0.85056166,uz,uz,21.32575555
Snx8,0.58,0.81111051,0.21783052,b,uz,2.71930761
Socs2,1.79,0.96374293,0.46082675,b,uz,5.54291559
Socs3,3.58,2.66429883,0.40606981,uz,uz,27.07314444
Socs6,0.09,0.57765184,0.02679794,b,uz,2.09840362
Sod1,17.68,2.34856491,2.76796513,unz,unz,32.68383771
Sod2,16.34,1.18868634,0.78943745,uz,uz,40.93347341
Son,18.27,4.46006085,2.21751693,unz,unz,55.00746328
Sorbs1,0.45,4.08099734,0.35757396,uz,uz,5.54826428
Sorbs2,0.03,8.00852521,0.0055678197100000005,uz,uz,44.544762899999995
Sort1,0.12,1.68593706,0.11260437,uz,uz,1.86980011
Sos1,1.35,1.33380826,0.4032354,uz,uz,5.80859531
Sox2,12.34,2.98160946,1.83428475,unz,unz,32.3933342
Sox4,0.77,12.65094982,0.26936038,uz,uz,37.11703697
Sox5,0.03,0.58370355,0.00416842,b,uz,3.67952968
Sp1,2.9,0.71172194,0.35049825,b,b,8.80162705
Sp2,1.37,168.78115089,1.37897348,unz,uz,168.82066871
Sp3,1.46,0.40127413,0.20876219,b,uz,4.27841134
Sp4,0.05,9.50877641,0.0206930573,uz,uz,23.644268399999998
Sp6,0.12,10.90208107,0.09294636,uz,uz,13.84587762
Spa17,0.17,19.30600313,0.07783087,uz,uz,43.02974764
Spag5,2.84,26.49640049,1.07174753,unz,uz,73.06554915
Spag7,5.55,2.21195888,1.02971376,unz,uz,17.469969
Spag9,1.42,4.26031208,0.34310633,uz,uz,18.99226514
Sparc,10.08,2.09827078,1.36437229,unz,unz,25.57149468
Spata24,0.23,20.15436573,0.07697383,uz,uz,61.43862898
Spata5,1.03,0.91366099,0.60620986,b,uz,2.58935553
Spata7,0.45,0.23548504,0.06540551,b,uz,2.06388794
Spc24,8.44,6.57543029,2.08056216,unz,unz,35.11895034
Spc25,3.04,1.53695514,0.54264786,uz,uz,11.63463096
Spcs1,6.11,2.1524932999999997,0.93124256,uz,uz,20.24851029
Spcs2,6.04,7.78882046,1.55715588,unz,unz,36.27617442
Specc1,0.15,23.62211179,0.13585356,uz,uz,26.28326042
Spef1,0.09,0.43385317,0.00959828,b,uz,4.11943284
Speg,0.02,11.3064248,0.00849829239,uz,uz,27.6913827
Spen,2.92,0.40849578,0.26091328,b,uz,7.486122099999999
Spg20,0.4,4.02299511,0.34997048,uz,uz,4.97446237
Spg21,1.51,5.14275054,1.39675108,unz,uz,7.07510765
Spg7,0.95,27.93620254,0.59301783,uz,uz,45.91723221
Spice1,0.69,2.54506085,0.48532583,uz,uz,4.30242573
Spin1,1.17,0.39773719,0.17191224,b,uz,3.87240861
Spint2,3.26,4.13558099,0.93173993,uz,uz,17.75093246
Spn,0.03,7.84963627,0.005636278000000001,uz,uz,43.4758133
Spns1,2.81,5.19082162,1.18908683,unz,uz,15.06644376
Spon2,0.07,14.42455602,0.04313866,uz,uz,24.78789514
Spop,1.9,1.44988006,0.63106237,uz,uz,6.27794524
Spopl,0.23,1.69015266,0.12741205,uz,uz,3.32361247
Spp1,25.55,1.21248881,1.20577184,unz,unz,51.24738217
Spred1,0.47,1.13891601,0.0983898,uz,uz,5.91060366
Spry4,0.23,19.1648193,0.0538156077,uz,uz,80.9758901
Spryd3,0.25,1.71007025,0.18118081,uz,uz,2.60981561
Spryd4,2.47,0.11016309,0.19862209,b,b,3.83662056
Spsb1,0.11,24.9972086,0.034844136,uz,uz,79.9247088
Sptlc2,2.67,101.43381977,1.06509002,unz,uz,256.62088404
Sqle,2.02,6.68712532,1.74230381,unz,unz,9.77985303
Sqstm1,4.15,291.54395310000007,2.00708106,unz,unz,606.59356435
Srbd1,1.12,30.51537402,0.48559199,uz,uz,71.47713399999999
Src,1.72,0.59791333,0.20627514,b,uz,6.68835845
Srd5a1,0.59,0.13917675,0.12471316,b,uz,1.24212517
Srd5a3,0.27,2.79856293,0.17442359,uz,uz,4.63810188
Srebf1,0.78,26.43471538,0.78541796,uz,uz,27.14265473
Srebf2,2.79,0.68429826,0.36451809999999996,b,uz,8.031587700000001
Srek1,2.17,3.90042945,0.87338039,uz,uz,11.88370425
Srek1ip1,2.5,0.2199808,0.11661171,b,b,7.21729527
Srf,0.28,0.76916012,0.18627599,b,uz,1.43368737
Srfbp1,1.22,1.37369669,0.38048868,uz,uz,5.62754818
Srgap1,0.38,39.645025200000006,0.31151874,uz,uz,48.95695109
Srgap2,0.68,0.60231923,0.20836668,b,uz,2.6574396
Sri,1.22,0.59005674,0.27918461,b,uz,3.79795207
Srl,0.35,1.09098746,0.07415463,uz,uz,5.44415366
Srm,10.25,17.29983061,2.15890742,unz,unz,92.41061235
Srp14,2.92,2.18889878,0.74141112,uz,uz,11.53988901
Srp19,3.94,1.33932376,0.6298988,uz,uz,12.32879329
Srp68,3.33,130.00078564,1.82583214,unz,unz,240.67291513
Srp72,7.13,1.78502034,1.51364204,unz,unz,15.538213699999998
Srp9,4.72,357.97374226,3.8090550000000003,unz,unz,447.87829419
Srpk1,3.1,1.3613438,0.31804316,uz,uz,16.34578168
Srpr,5.27,12.20060342,2.12394897,unz,unz,35.53857057
Srprb,1.47,3.00522255,0.75905323,uz,uz,7.27923498
Srrd,0.71,0.97760595,0.15371689,b,uz,5.22739305
Srrm1,10.45,1.88941763,1.18113015,unz,unz,27.17102463
Srrm2,15.9,0.41612169,0.27159848,b,b,40.25546981
Srrt,5.5,3.86380055,1.8127896000000001,unz,unz,17.2096419
Srsf1,4.79,0.62370036,0.41369113,b,b,12.01829319
Srsf11,8.29,1.81217134,1.13214851,unz,unz,21.54866566
Srsf2,9.15,11.72891877,1.90885066,unz,unz,65.35408782
Srsf3,4.72,454.35777099,2.32531544,unz,unz,927.48844648
Srsf4,1.28,10.82597998,1.31902674,unz,uz,11.81105995
Srsf5,10.15,1.00609474,1.38705293,unz,unz,17.52081622
Srsf6,4.19,244.36792447,1.5800918,unz,unz,651.69608251
Srsf7,29.58,1.17117179,0.76681136,uz,uz,74.75817847
Srsf9,1.33,13.18335727,0.79576704,uz,uz,23.42513388
Ss18,2.5,0.77353962,0.78335987,b,uz,4.96879179
Ssb,9.28,1.80429759,1.12083863,unz,unz,24.22301921
Ssbp1,10.92,3.54950874,1.16996431,unz,unz,44.04359602
Ssbp2,0.35,1.52137386,0.34262074,uz,uz,1.92079614
Ssbp3,1.17,4.20195456,1.23570376,unz,uz,5.13513261
Ssbp4,2.06,0.51323523,0.31159638,b,uz,5.46486175
Ssna1,4.39,2.33515326,1.05458356,unz,uz,14.10844103
Ssr1,5.51,4.180013300000001,2.14744128,unz,unz,16.24160844
Ssr2,9.93,76.93052848,6.47596777,unz,unz,127.83176932
Ssr3,2.93,4.59716537,1.06104865,unz,uz,15.64647576
Ssrp1,10.49,3.60502477,1.40033388,unz,unz,37.51119193
Sssca1,7.06,0.9299105,0.66094593,b,b,16.99166597
Ssu72,6.03,1.42909147,1.13829029,unz,unz,13.6017859
Ssx2ip,0.54,2.44543018,0.45810636,uz,uz,3.44528253
St13,10.01,0.77034663,0.58308617,b,uz,23.23734818
St14,2.12,0.92209989,0.444643,b,uz,6.50507386
St3gal2,0.84,12.23756213,0.45861784,uz,uz,23.23912671
St3gal4,0.51,0.57981416,0.24488739999999998,b,uz,1.70206876
St6galnac3,0.1,1.37784236,0.03782682,uz,uz,3.71111255
St6galnac6,0.34,2.59894498,0.31589068,uz,uz,3.11270882
St7l,0.02,9.54239566,0.0092209197,uz,uz,23.6234579
Stag1,0.45,1.6398898999999998,0.36170485,uz,uz,2.49135355
Stam2,0.57,0.47518525,0.26817762,b,uz,1.58860965
Stambp,0.1,20.70571846,0.05108968,uz,uz,39.81496695
Stard3,1.11,0.19706503,0.08686913,b,uz,3.63980613
Stard3nl,1.98,2.351516,0.92250724,uz,uz,7.02727802
Stard4,0.25,79.62262309,0.1948715,uz,uz,101.44624407
Stard7,0.76,0.65794882,0.25656169,b,uz,2.69339112
Stard8,0.56,35.40469041,0.25220065,uz,uz,79.87110678
Stat1,0.22,52.21966549,0.19713179,uz,uz,58.13963912
Stat3,3.82,7.12809545,1.2337194,unz,uz,25.86682131
Stat4,0.11,10.3720656,0.025092065299999997,uz,uz,47.2810702
Stat6,0.97,2.14914642,0.95824782,uz,uz,3.1378008
Stau1,0.76,2.79539415,0.97622732,uz,uz,2.95000114
Steap1,0.1,23.99540928,0.09337794,uz,uz,24.92468107
Steap3,0.11,2.64117177,0.03720826,uz,uz,7.69260325
Stip1,13.79,4.65613551,1.83974636,unz,unz,48.67993887
Stk10,1.48,1.81834261,0.50186008,uz,uz,6.84898673
Stk16,1.83,10.22676539,1.11757928,unz,uz,18.57239543
Stk24,1.0,0.8743828000000001,0.53323771,b,uz,2.64055477
Stk38,4.6,3.22479457,1.07680825,unz,uz,18.36344027
Stmn1,0.58,0.33228048,0.01981829,b,b,10.25949368
Stoml2,8.33,2.64547523,1.51862659,unz,unz,22.84635133
Ston2,0.56,43.81693123,0.52585666,uz,uz,47.19047421
Stox2,0.33,1.232404,0.12700535,uz,uz,3.48728154
Strada,1.38,0.42986192,0.10857702,b,uz,6.83937102
Strbp,1.56,1.44766534,0.48695429999999995,uz,uz,6.19795497
Strn3,2.28,0.35671656,0.14295798,b,b,7.96158766
Strn4,1.27,147.64201423,1.04643037,unz,uz,180.13872083
Stt3a,3.33,17.33233988,1.41362202,unz,uz,44.20138334
Stt3b,2.74,0.23316643,0.28034162,b,b,5.01931859
Stx12,1.11,83.45034198,0.70444626,uz,uz,133.00417616
Stx18,1.03,95.0323623,0.240349593,uz,uz,408.302595
Stx2,0.22,1.54065861,0.07296493,uz,uz,4.93900898
Stx3,1.55,75.99749043,1.18365306,unz,uz,100.86661012
Stx5a,0.73,1.86649265,0.1887194,uz,uz,7.95463982
Stx6,0.74,3.81565604,0.45301573,uz,uz,6.93766338
Stx7,0.78,2.24267303,0.75380126,uz,uz,3.10197979
Stxbp2,1.74,2.93792709,1.2587542999999999,unz,uz,5.78901483
Stxbp3a,0.81,0.14612561,0.06281479,b,uz,2.71046124
Stxbp5,0.09,26.35815279,0.06795197,uz,uz,35.38822516
Sub1,31.69,10.47924057,4.57770682,unz,unz,104.25016864
Sucla2,3.3,2.15191134,1.14022137,unz,uz,9.51580399
Suclg1,4.68,20.16481819,1.0902877,unz,uz,91.22095275
Suclg2,1.96,14.99847459,0.88242496,uz,uz,35.32059897
Suds3,2.19,7.48766607,1.20047592,unz,uz,15.85711356
Sufu,0.08,12.49905963,0.05366127,uz,uz,19.11674509
Sugp2,0.41,78.52961187,0.25850494,uz,uz,125.59465445
Sugt1,12.31,5.91848557,2.20563269,unz,unz,45.33125207
Sulf2,1.92,55.11279935,0.8163079000000001,uz,uz,131.76815068
Sult4a1,0.73,0.71787616,0.10623995,b,uz,5.64051148
Sult5a1,0.31,1.01131777,0.0401854,uz,uz,8.12941059
Sumf1,0.87,0.17087423,0.12362878,b,uz,2.07740131
Sumf2,1.63,19.81713038,1.51811014,unz,uz,22.8744451
Sun1,2.05,12.93987726,0.7650140000000001,uz,uz,36.79790485
Supv3l1,1.68,5.65234992,1.01535002,unz,uz,11.04508031
Surf4,2.03,221.16588,1.22768014,unz,uz,367.12976261
Surf6,0.96,0.46753015,0.45022244,b,uz,1.95103348
Susd2,0.35,0.64969408,0.16016473,b,uz,1.75699897
Suv39h1,0.44,8.19793523,0.07111654,uz,uz,50.89202176
Suv39h2,1.27,4.08960349,0.38157178,uz,uz,14.8827552
Suv420h2,1.33,2.50848957,1.12345361,unz,uz,4.31159526
Suz12,2.92,1.01253451,0.32163825,uz,uz,12.13094021
Svil,0.47,3.27829468,0.40199477,uz,uz,4.26764189
Syce1,0.18,12.6771585,0.0414590825,uz,uz,53.7535655
Syce2,5.35,5.46709174,0.93171583,uz,uz,36.74105051
Sycp3,0.24,16.90512095,0.10943913,uz,uz,36.8541768
Syde1,0.06,2.17353106,0.04501627,uz,uz,3.15021172
Syf2,2.96,2.68229531,2.04958534,unz,unz,6.83192583
Sympk,2.07,0.62772063,0.59512828,b,uz,4.25284322
Syncrip,2.85,2.15525462,0.81394872,uz,uz,10.39245029
Syne1,0.17,24.68323141,0.14502123,uz,uz,29.72563177
Syne2,2.38,1.55343365,0.41215078,uz,uz,11.36896481
Syngr1,4.57,2.56810815,1.02964828,unz,uz,15.97037046
Syngr2,5.22,1.69793873,1.57527285,unz,unz,10.842063000000001
Syngr3,0.25,0.69356715,0.04647456,b,uz,3.93528433
Synj2bp,1.25,1.22132489,0.3682787,uz,uz,5.38194725
Syp,0.04,13.9825367,0.017118432,uz,uz,34.402798
Sypl,0.43,5.96356544,0.21928864,uz,uz,12.23065056
Syt13,0.03,16.40702293,0.02851378,uz,uz,18.29198273
Syt5,0.02,11.3881219,0.00845503687,uz,uz,28.2320706
Sytl1,0.1,24.05609483,0.09335576,uz,uz,24.99265078
Szt2,0.5,0.09899079,0.02207201,b,uz,2.74251902
Tab2,1.9,2.53645051,0.43959369,uz,uz,12.88123427
Tab3,0.78,3.79755869,0.66812779,uz,uz,5.2098226
Tacc2,2.06,153.27837996,1.62874611,unz,uz,195.47664453
Tacc3,5.43,1.65703872,1.19057268,unz,unz,12.98612995
Tada1,0.22,8.80740092,0.19857522,uz,uz,9.86605004
Tada2a,1.93,52.92959308,0.96501873,uz,uz,108.06155926
Tada3,1.44,1.0231550999999999,0.69891064,uz,uz,3.53859003
Taf1,6.04,0.35917383,0.88469998,b,unz,8.489483
Taf11,0.97,5.93006306,0.61554023,uz,uz,10.27963645
Taf12,1.34,1.48814811,0.57587679,uz,uz,4.81376697
Taf1d,6.68,7.54214077,1.34789982,unz,unz,44.04705236
Taf3,1.58,3.22329413,0.42401901,uz,uz,13.57381733
Taf4a,0.66,0.03343783,0.01564352,b,b,2.07158508
Taf4b,0.61,5.64375727,0.22509589,uz,uz,16.00558685
Taf5,1.22,4.67176726,0.41973638,uz,uz,14.76393426
Taf5l,1.67,56.61842564,1.07774609,unz,uz,89.23298526
Taf6l,0.88,137.13011735,0.74466868,uz,uz,162.48102166
Taf7,7.11,270.65907079,2.31342565,unz,unz,838.639179
Taf8,1.5,5.38172288,0.71451408,uz,uz,12.75924829
Tagln2,4.31,2.95627712,0.61983242,uz,uz,24.85775996
Tanc1,1.27,195.6706477,0.90890072,uz,uz,275.39447313
Taok2,0.63,52.21212351,0.57302293,uz,uz,58.42960525
Tapt1,0.33,0.7699630000000001,0.12812102,b,uz,2.33805408
Tardbp,7.95,1.09743197,1.08047265,unz,unz,16.02642018
Tars,12.17,1.24661361,0.8123054,uz,uz,30.85408716
Tars2,1.73,3.34917525,0.85267126,uz,uz,8.54636434
Tatdn2,0.71,34.92814043,0.5820784000000001,uz,uz,43.01428417
Tatdn3,0.09,15.65594,0.06391803,uz,uz,22.07389699
Tax1bp1,6.49,401.54515056,1.92717014,unz,unz,1359.27342338
Tbc1d10a,1.27,6.64842308,0.85936467,uz,uz,11.06309759
Tbc1d10b,1.42,243.55849389,1.15896737,unz,uz,300.09436906
Tbc1d10c,0.2,2.5557481,0.06533671,uz,uz,8.14075727
Tbc1d12,0.29,2.13624308,0.1563973,uz,uz,4.19079456
Tbc1d13,4.18,0.09591503,0.05648164,b,b,11.27191138
Tbc1d14,0.08,3.56505459,0.050085000000000005,uz,uz,5.95509532
Tbc1d15,2.7,12.54461045,0.84433378,uz,uz,42.801168700000005
Tbc1d16,0.19,3.91176988,0.07572134,uz,uz,10.20746689
Tbc1d19,0.38,4.46862141,0.21878682,uz,uz,8.1066378
Tbc1d2,0.51,1.27458047,0.36745528,uz,uz,2.25922414
Tbc1d22a,0.28,2.59647752,0.20049094,uz,uz,3.96379898
Tbc1d23,0.89,1.0129268,0.32365037,uz,uz,3.6611797999999993
Tbc1d7,0.7,11.62915845,0.61046826,uz,uz,14.09819999
Tbc1d8,0.07,1.35160081,0.0213913,uz,uz,4.74234608
Tbc1d9b,0.7,84.61561579,0.38709878,uz,uz,154.65659337
Tbca,2.25,2.76888162,2.25063816,unz,unz,5.00704813
Tbcb,6.91,1.05420349,0.73334229,uz,uz,16.83823594
Tbccd1,0.65,90.48967108,0.42747025,uz,uz,137.28350769
Tbce,0.77,33.42105755,0.33704938,uz,uz,76.77100123
Tbcel,0.82,29.55607077,0.45073363,uz,uz,54.60721654
Tbck,0.24,58.51888649,0.19281136,uz,uz,72.74557667
Tbk1,0.75,2.82409973,0.45971031,uz,uz,5.38478408
Tbkbp1,0.07,2.17175902,0.04605282,uz,uz,3.14567626
Tbl1x,4.25,3.38867556,1.71025644,unz,unz,12.65707647
Tbl2,0.53,33.99884398,0.39178199,uz,uz,46.25808415
Tbl3,3.46,2.51834361,1.10476976,unz,uz,11.33131196
Tbp,1.08,1.70603662,0.49262205,uz,uz,4.8171555999999995
Tbpl1,0.92,1.47089826,0.24909401,uz,uz,6.32154891
Tbrg1,4.94,19.12021993,1.8463831999999998,unz,unz,56.14689415
Tbrg4,3.41,3.61845221,1.75973816,unz,unz,10.42932305
Tbx3,4.61,675.29226451,3.42919536,unz,unz,912.9252481000001
Tcam1,0.02,11.3228089,0.00857309886,uz,uz,27.409307000000002
Tcea2,0.2,25.17690605,0.19082093,uz,uz,26.2519348
Tcea3,3.05,7.21370367,0.9202248,uz,uz,27.00114608
Tceal5,0.11,9.41992677,0.0259583178,uz,uz,39.14671
Tceal8,7.01,38.68644647,1.97401743,unz,unz,144.35957561
Tceb1,4.05,0.45271222,0.83365668,b,b,6.24880267
Tcerg1,5.58,0.29488209,0.23201679,b,b,12.68086712
Tcf19,0.7,1.40254713,0.37073908,uz,uz,3.36125386
Tcf25,2.64,5.44735351,0.78689427,uz,uz,20.94689746
Tcf3,1.64,0.8799904000000001,0.17352975,b,b,9.97305056
Tcf4,2.0,1.13233285,0.56916211,uz,uz,5.97103061
Tcf7l1,2.01,210.71739819,1.80990248,unz,uz,235.83425685
Tcfl5,0.29,4.31672628,0.21791719,uz,uz,5.95004548
Tchh,0.37,0.6642325,0.03192301,b,uz,8.09367934
Tchp,0.39,0.33916186,0.08042214,b,uz,2.04113786
Tcirg1,0.17,1.78783693,0.09568448,uz,uz,3.28281853
Tcn2,0.96,455.367542,0.429091638,uz,uz,1018.1705199999999
Tcof1,17.05,1.21470738,0.80590216,uz,uz,42.74002493
Tcp11,0.25,1.7192283,0.13960254,uz,uz,3.33472754
Tcte2,0.06,13.872802599999998,0.0262265692,uz,uz,33.3897034
Tctex1d2,0.85,3.1085928,0.41205982,uz,uz,7.2530423
Tctn1,0.14,38.72431145,0.08821125,uz,uz,60.92640401
Tdp1,2.01,27.878614799999998,0.73382962,uz,uz,78.37457076
Tdp2,2.31,1.724733,0.97469502,uz,uz,6.41004395
Tead2,1.2,66.73330698,0.72397773,uz,uz,112.25019218
Tec,0.36,14.3891323,0.14139143,uz,uz,36.81635257
Tecr,7.48,4.97466609,1.71183517,unz,unz,29.20574889
Tek,0.36,18.15028646,0.21767305,uz,uz,30.41909113
Tekt2,0.13,20.05894524,0.05516961,uz,uz,46.79335886
Telo2,0.74,44.24441917,0.32060186,uz,uz,102.41688297
Tenc1,0.03,16.43811062,0.02851358,uz,uz,18.32788143
Terf1,1.86,10.13006911,1.17611338,unz,uz,17.88451441
Terf2,1.16,109.70039652,0.88263494,uz,uz,145.89179807
Tes,2.86,0.86943299,0.48142155,b,uz,8.01463436
Tet1,5.91,2.3381991,0.93641301,uz,uz,20.66192365
Tet2,4.03,2.9270091000000003,0.82135776,uz,uz,18.37877129
Tet3,0.11,19.86300603,0.048035900000000006,uz,uz,46.20208805
Tex10,3.55,0.61879322,0.35193022,b,uz,9.79340946
Tex15,0.34,3.64380727,0.06764408,uz,uz,18.42013443
Tex261,1.66,1.062368,0.39618798,uz,uz,6.12085792
Tex264,4.5,1.82897351,0.79987565,uz,uz,14.78431373
Tex9,1.1,0.43012782,0.17627805,b,uz,3.76920583
Tfam,1.84,0.49899544,0.38600666,b,uz,4.2088667
Tfb2m,0.23,23.27800953,0.18413438,uz,uz,28.86705728
Tfdp1,1.69,7.97930647,0.80002848,uz,uz,18.50482678
Tfdp2,1.5,0.97031584,0.42426082,b,uz,4.94128187
Tfip11,1.03,3.34241801,1.0655733,unz,uz,4.26851835
Tfpi,1.82,0.19003344,0.1303846,b,uz,4.46190972
Tfpt,2.1,1.38682845,0.76513185,uz,uz,5.91981301
Tfrc,4.38,56.76617603,2.18512536,unz,unz,118.25886986
Tgds,1.1,4.57915639,0.84407793,uz,uz,7.04188351
Tgfb1,0.07,1.81200357,0.01794047,uz,uz,6.63673712
Tgfb2,0.09,13.591824800000001,0.03534484,uz,uz,32.89995724
Tgif1,3.09,382.68008383,1.63027632,unz,unz,728.08115624
Tgm1,0.95,1.61598062,0.27319255,uz,uz,6.56514575
Tgs1,2.53,2.4531156000000003,0.5882421999999999,uz,uz,13.08917674
Thada,1.01,103.37090677,0.64164388,uz,uz,164.27787864
Thap11,2.26,0.66038409,0.29915213,b,uz,7.24866768
Thap2,0.16,25.70246841,0.13829811,uz,uz,29.38953069
Thap3,0.94,0.80144522,0.22296194,b,uz,4.30036739
Thap4,1.02,1.36611601,0.66440842,uz,uz,3.12150263
Them4,0.33,12.99334458,0.10813214,uz,uz,40.40514408
Thg1l,0.35,1.45746127,0.20335535,uz,uz,2.85099753
Thnsl1,0.15,23.28934257,0.13769372,uz,uz,25.28203478
Thnsl2,0.03,16.42260802,0.02851904,uz,uz,18.30544641
Thoc1,1.96,2.26425331,0.80150642,uz,uz,7.50894968
Thoc3,8.49,1.0029886000000001,0.88700723,uz,uz,18.10043983
Thoc5,1.55,5.74501616,1.57756215,unz,uz,7.18808324
Thoc7,3.41,5.0303471,0.88018842,uz,uz,22.8861179
Thop1,4.38,2.40093908,1.24937272,unz,unz,12.78813409
Thrap3,2.78,1.72526581,0.50982843,uz,uz,12.16673994
Thtpa,0.68,89.63025283,0.57434589,uz,uz,106.55073827
Thumpd1,3.87,4.27033736,0.80695756,uz,uz,24.36682262
Thumpd2,0.4,1.41665238,0.16616216,uz,uz,3.85196423
Thumpd3,3.08,25.45181104,1.63852544,unz,unz,50.99721709
Thy1,0.02,9.38034547,0.00931014663,uz,uz,23.2305043
Tia1,1.6,2.13419625,0.37573369,uz,uz,10.70713088
Tiam1,0.43,1.34754419,0.33883459,uz,uz,2.15963586
Ticam1,0.27,18.01629021,0.16211848,uz,uz,29.81519255
Tigd2,0.66,15.97035195,0.56447942,uz,uz,19.422749300000003
Timeless,2.89,1.4584098,0.77086494,uz,uz,8.36127236
Timm13,15.76,1.6163888000000002,1.26411149,unz,unz,35.92025495
Timm17a,10.51,14.452573600000001,2.67910243,unz,unz,67.21329768
Timm22,1.82,4.08142639,0.65852057,uz,uz,13.08875013
Timm44,5.75,4.50221408,1.05921182,unz,uz,30.168175899999998
Timm50,5.66,13.67625675,3.16143586,unz,unz,30.1438182
Timm8b,8.88,0.29788241,0.25809603,b,b,19.12755162
Timm9,1.14,25.92857763,0.39281681,uz,uz,76.60445603
Timp1,2.27,1.09958002,0.69802683,uz,uz,5.84104011
Timp2,0.02,11.5777341,0.008317021479999999,uz,uz,27.352638800000005
Tinagl1,0.32,43.86181192,0.14709189,uz,uz,96.65118284
Tinf2,1.27,136.07399294,0.96887459,uz,uz,180.2247505
Tiparp,1.64,8.93627371,0.97302142,uz,uz,16.67174525
Tipin,6.62,2.50660883,1.38515087,unz,unz,18.58913296
Tiprl,1.26,9.28970142,1.41809086,unz,uz,9.5208875
Tirap,0.64,25.68068393,0.2095565,uz,uz,79.30646911
Tjp1,1.59,0.89694422,0.44458586,b,uz,4.79422002
Tjp2,2.82,4.95345365,1.26780623,unz,uz,13.84151514
Tk1,2.45,214.40466743,2.12946112,unz,unz,249.18690676
Tk2,0.63,35.52848625,0.5133867,uz,uz,44.55922486
Tkt,14.02,2.2905493,2.22997494,unz,unz,28.41159001
Tle1,0.46,1.62854251,0.49584145,uz,uz,1.95159759
Tle4,2.28,0.32988401,0.42504573,b,b,4.04709921
Tlk2,1.0,0.62280746,0.14835410000000002,b,uz,5.20022278
Tln1,2.76,17.59023992,2.11867257,unz,unz,25.68230428
Tln2,1.31,7.79403395,0.93282077,uz,uz,12.26857142
Tlr2,0.03,7.504671000000001,0.005581031659999999,uz,uz,41.378636
Tm2d2,1.18,0.29310817,0.22811819,b,uz,2.7015363999999997
Tm2d3,3.86,0.24558337,0.17519915,b,b,9.26270954
Tm7sf3,2.83,0.27363209,0.43826623,b,b,4.60205629
Tm9sf2,2.98,1.8946018,0.67656914,uz,uz,11.32579846
Tmbim6,4.15,13.28347483,2.3588433999999996,unz,unz,27.52585653
Tmcc1,0.08,4.78569208,0.02475058,uz,uz,14.61958392
Tmcc3,0.02,11.3064248,0.00849829239,uz,uz,27.6913827
Tmco1,1.2,0.6884191999999999,0.09484393,b,b,9.92061643
Tmco3,0.3,82.20866662,0.20404699,uz,uz,120.48802924
Tmed1,2.97,1.35961846,0.95370069,uz,uz,7.19502807
Tmed10,4.36,3.11254579,1.49235343,unz,unz,13.46331438
Tmed3,0.12,0.37779588,0.02323819,b,uz,2.01949838
Tmed7,1.15,0.3038685,0.2592311,b,uz,2.49680711
Tmed8,0.24,56.12613975,0.19729315,uz,uz,68.15383088
Tmed9,8.18,1.08363984,1.15362774,unz,unz,15.85827613
Tmeff1,1.83,11.47107344,0.76678978,uz,uz,29.19943886
Tmem101,1.8,0.03518951,0.03498581,b,b,3.61505309
Tmem104,0.2,2.82229801,0.20789478,uz,uz,2.91503075
Tmem106a,0.19,21.09425903,0.11465434,uz,uz,35.28848658
Tmem106c,0.48,27.24750239,0.23725954,uz,uz,55.41342775
Tmem107,0.94,2.14186163,0.79141215,uz,uz,3.48434979
Tmem108,0.23,25.02074384,0.21691912,uz,uz,26.25398219
Tmem109,0.56,0.36060436,0.11265803,b,uz,2.35091872
Tmem11,3.88,1.75352312,0.72402189,uz,uz,13.28638601
Tmem120a,1.77,7.91287581,1.09635107,unz,uz,14.58108469
Tmem120b,0.46,4.91624062,0.47312972,uz,uz,5.26948346
Tmem126a,2.11,0.26134992,0.20581861,b,b,4.79039701
Tmem126b,0.92,16.79396605,0.70476907,uz,uz,22.96337031
Tmem130,0.08,13.8030561,0.03576776,uz,uz,32.46429816
Tmem134,1.61,1.7303316999999998,0.50674422,uz,uz,7.10515344
Tmem143,0.49,3.11443125,0.28922362,uz,uz,5.7560539
Tmem147,4.17,3.01052474,0.8247068000000001,uz,uz,19.37377298
Tmem14c,4.9,29.61751308,1.42887431,unz,unz,106.48243947
Tmem158,0.15,16.499639000000002,0.0464495784,uz,uz,54.37598199999999
Tmem161a,1.44,168.00469828,0.83494512,uz,uz,291.78229502
Tmem164,0.65,1.53397343,0.28854539,uz,uz,4.10808908
Tmem165,1.17,3.67763813,1.2174989,unz,uz,4.6842543
Tmem167,4.35,258.03961499999997,1.02539334,unz,uz,1099.6760800000002
Tmem17,0.22,16.71796215,0.14944685,uz,uz,25.13867689
Tmem170,0.3,8.10088971,0.16488144,uz,uz,15.16119266
Tmem177,0.49,0.00407595,0.00286026,b,uz,1.19016871
Tmem183a,3.97,0.93615338,0.70314145,b,b,9.24484991
Tmem184a,0.12,6.74513606,0.022499557200000003,uz,uz,37.59626110000001
Tmem184b,0.55,5.96035836,0.44718007,uz,uz,7.83452832
